Indicator,Group,Subgroup,Year,Value
"Received Counseling or Therapy, Last 4 Weeks",By Age,40 - 49 years,2021,11.559999999999999
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New York,2021,9.74
"Received Counseling or Therapy, Last 4 Weeks",By Gender identity,Cis-gender female,2021,12.275
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maryland,2021,20.775
"Received Counseling or Therapy, Last 4 Weeks",By Education,Some college/Associate's degree,2021,11.025
"Received Counseling or Therapy, Last 4 Weeks",By Education,Less than a high school diploma,2021,8.325
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Carolina,2021,10.8
"Received Counseling or Therapy, Last 4 Weeks",By Education,High school diploma or GED,2021,7.06
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,2021,23.46
"Received Counseling or Therapy, Last 4 Weeks",By Education,Bachelor's degree or higher,2021,12.620000000000001
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oklahoma,2021,12.584999999999999
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,Without disability,2021,8.785714285714286
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,With disability,2021,19.37142857142857
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,2021,22.895000000000003
"Received Counseling or Therapy, Last 4 Weeks",By Age,80 years and above,2021,3.3375
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Jersey,2021,17.895
"Received Counseling or Therapy, Last 4 Weeks",By Age,70 - 79 years,2021,4.24
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Ohio,2021,10.53
"Received Counseling or Therapy, Last 4 Weeks",By Age,60 - 69 years,2021,6.0600000000000005
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Minnesota,2021,24.105
"Received Counseling or Therapy, Last 4 Weeks",By Age,50 - 59 years,2021,9.015
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Dakota,2021,8.889473684210527
"Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,2021,10.84
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,2021,25.76
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Colorado,2021,21.95
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,2021,21.405
"Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,2021,11.120000000000001
"Received Counseling or Therapy, Last 4 Weeks",By State,Montana,2021,10.175
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arizona,2021,20.355
"Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,2021,9.455
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Georgia,2021,12.325
"Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,2021,9.73
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kansas,2021,11.135
"Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,2021,7.459999999999999
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,2021,21.380000000000003
"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,2021,10.925
"Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,2021,10.41
"Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,2021,15.084999999999999
"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,2021,8.485
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oklahoma,2021,25.945
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Pennsylvania,2021,24.455000000000002
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Iowa,2021,9.559999999999999
"Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,2021,13.040000000000001
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Idaho,2021,11.559999999999999
"Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,2021,7.989473684210527
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,California,2021,16.8
"Received Counseling or Therapy, Last 4 Weeks",By State,New York,2021,12.290000000000001
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Illinois,2021,10.32
"Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,2021,9.72
"Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,2021,10.57
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,2021,23.869999999999997
"Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,2021,10.18
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arkansas,2021,26.95
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Indiana,2021,10.735
"Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,2021,9.345
"Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,2021,10.995000000000001
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Hawaii,2021,7.4526315789473685
"Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,2021,8.51
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Florida,2021,10.209999999999999
"Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,2021,7.325
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kentucky,2021,11.2
"Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,2021,14.9
"Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,2021,9.485
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Florida,2021,19.68
"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,2021,10.879999999999999
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maryland,2021,10.41
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Ohio,2021,24.009999999999998
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,2021,24.615000000000002
"Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,2021,9.325
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maine,2021,10.02
"Received Counseling or Therapy, Last 4 Weeks",By State,Texas,2021,8.059999999999999
"Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,2021,9.86
"Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,2021,9.24
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,2021,25.72
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Georgia,2021,21.09
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,2021,13.405000000000001
"Received Counseling or Therapy, Last 4 Weeks",By State,Maine,2021,12.22
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Louisiana,2021,11.165000000000001
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Massachusetts,2021,10.045
"Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,2021,8.665000000000001
"Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,2021,9.285
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alaska,2021,18.46
"Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,2021,10.175
"Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,2021,12.455
"Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,2021,13.965
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,District of Columbia,2021,20.115000000000002
"Received Counseling or Therapy, Last 4 Weeks",By State,Utah,2021,11.065000000000001
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,2022,24.674999999999997
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,40 - 49 years,2022,22.775
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,West Virginia,2022,34.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sexual orientation,Gay or lesbian,2022,34.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nebraska,2022,27.275
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arkansas,2022,28.175
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,Female,2022,28.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arizona,2022,20.175
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,2022,24.775
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alaska,2022,18.725
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Missouri,2022,25.175
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Pennsylvania,2022,25.825
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,18 - 29 years,2022,24.075
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sexual orientation,Bisexual,2022,40.15
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,2022,26.425
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Mississippi,2022,23.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,2022,23.45
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nevada,2022,17.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wisconsin,2022,25.425
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Hampshire,2022,26.025
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,30 - 39 years,2022,23.125
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Montana,2022,21.325
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wyoming,2022,20.1
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Minnesota,2022,26.925
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,2022,27.3
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,Male,2022,16.575
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,2022,25.125
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Dakota,2022,25.625
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,2022,25.025
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,2022,22.65
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Vermont,2022,23.925
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,Hispanic or Latino,2022,16.925
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New York,2022,19.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,High school diploma or GED,2022,21.175
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Indiana,2022,27.525
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Ohio,2022,25.525
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,District of Columbia,2022,21.05
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,2022,38.875
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Illinois,2022,22.15
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,Less than a high school diploma,2022,20.65
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sexual orientation,Straight,2022,21.175
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Utah,2022,28.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Carolina,2022,23.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,Some college/Associate's degree,2022,25.225
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Idaho,2022,23.7
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Florida,2022,21.15
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,2022,15.425
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Gender identity,Cis-gender female,2022,28.125
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Hawaii,2022,13.175
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Texas,2022,20.95
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Gender identity,Cis-gender male,2022,16.15
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Gender identity,Transgender,2022,46.775
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Iowa,2022,26.725
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,50 - 59 years,2022,23.8
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,Bachelor's degree or higher,2022,22.25
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kansas,2022,26.55
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2022,26.6
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Jersey,2022,19.424999999999997
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maryland,2022,21.825
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,60 - 69 years,2022,22.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,California,2022,17.924999999999997
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Washington,2022,23.125
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2022,26.2
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maine,2022,28.95
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,70 - 79 years,2022,20.9
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Georgia,2022,20.225
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Dakota,2022,24.5
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Colorado,2022,21.55
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Louisiana,2022,25.275
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2022,15.775
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,80 years and above,2022,15.275
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Mexico,2022,20.875
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oklahoma,2022,28.0
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kentucky,2022,30.075
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,With disability,2022,43.475
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Virginia,2022,23.925
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,2022,23.875
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2022,9.475000000000001
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Disability status,Without disability,2022,19.275
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Tennessee,2022,25.075
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,2022,25.275
"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,2022,11.0
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,2022,36.3
"Received Counseling or Therapy, Last 4 Weeks",By Age,60 - 69 years,2022,6.825
"Received Counseling or Therapy, Last 4 Weeks",By Age,50 - 59 years,2022,9.625
"Received Counseling or Therapy, Last 4 Weeks",By Age,40 - 49 years,2022,12.075
"Received Counseling or Therapy, Last 4 Weeks",By Age,30 - 39 years,2022,16.0
"Received Counseling or Therapy, Last 4 Weeks",By Age,18 - 29 years,2022,17.25
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",National Estimate,United States,2022,11.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wyoming,2022,11.75
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wisconsin,2022,10.775
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,West Virginia,2022,9.775
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Washington,2022,13.850000000000001
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Virginia,2022,9.975
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Vermont,2022,10.475
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Utah,2022,15.35
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Texas,2022,13.175
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Tennessee,2022,12.024999999999999
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,2022,10.05
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,2022,10.85
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Rhode Island,2022,10.15
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Pennsylvania,2022,9.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oregon,2022,15.575
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oklahoma,2022,13.55
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Ohio,2022,10.275
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Dakota,2022,8.85
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Carolina,2022,10.075
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New York,2022,9.6
"Received Counseling or Therapy, Last 4 Weeks",By Age,70 - 79 years,2022,4.325
"Received Counseling or Therapy, Last 4 Weeks",By Age,80 years and above,2022,4.05
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,With disability,2022,20.225
"Received Counseling or Therapy, Last 4 Weeks",By Disability status,Without disability,2022,9.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,2022,13.925
"Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,2022,12.525
"Received Counseling or Therapy, Last 4 Weeks",By State,California,2022,11.8
"Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,2022,8.225
"Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,2022,10.1
"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,2022,10.85
"Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,2022,10.375
"Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,Straight,2022,9.4
"Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,Gay or lesbian,2022,21.25
"Received Counseling or Therapy, Last 4 Weeks",By Sexual orientation,Bisexual,2022,29.15
"Received Counseling or Therapy, Last 4 Weeks",By Sex,Male,2022,8.325
"Received Counseling or Therapy, Last 4 Weeks",By Sex,Female,2022,13.575
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Mexico,2022,12.35
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2022,16.05
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2022,9.625
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2022,7.1499999999999995
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,Hispanic or Latino,2022,10.275
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,2022,20.8
"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,2022,6.625
"Received Counseling or Therapy, Last 4 Weeks",By Gender identity,Transgender,2022,39.075
"Received Counseling or Therapy, Last 4 Weeks",By Gender identity,Cis-gender male,2022,7.9
"Received Counseling or Therapy, Last 4 Weeks",By Gender identity,Cis-gender female,2022,13.175
"Received Counseling or Therapy, Last 4 Weeks",By Education,Some college/Associate's degree,2022,12.075
"Received Counseling or Therapy, Last 4 Weeks",By Education,Less than a high school diploma,2022,8.65
"Received Counseling or Therapy, Last 4 Weeks",By Education,High school diploma or GED,2022,7.25
"Received Counseling or Therapy, Last 4 Weeks",By Education,Bachelor's degree or higher,2022,13.9
"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2022,11.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Jersey,2022,9.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Hampshire,2022,9.475
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nevada,2022,11.35
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sexual orientation,Bisexual,2022,31.299999999999997
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,Male,2022,8.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,Female,2022,13.925
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2022,16.95
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2022,11.075
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2022,11.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2022,6.075
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,Hispanic or Latino,2022,12.925
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,2022,27.775
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,2022,4.05
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Gender identity,Transgender,2022,37.375
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Gender identity,Cis-gender male,2022,8.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sexual orientation,Gay or lesbian,2022,19.95
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Gender identity,Cis-gender female,2022,13.55
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,Less than a high school diploma,2022,11.75
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,High school diploma or GED,2022,8.975
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,Bachelor's degree or higher,2022,10.925
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,Without disability,2022,9.175
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Disability status,With disability,2022,24.975
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,80 years and above,2022,4.1000000000000005
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,70 - 79 years,2022,3.375
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,60 - 69 years,2022,6.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,50 - 59 years,2022,9.675
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,40 - 49 years,2022,12.425
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,30 - 39 years,2022,16.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,18 - 29 years,2022,20.55
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,Some college/Associate's degree,2022,14.2
"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,2022,12.75
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sexual orientation,Straight,2022,9.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,2022,13.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nebraska,2022,11.05
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Montana,2022,11.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Missouri,2022,11.475
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Mississippi,2022,11.525
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,2022,10.475
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,2022,10.575
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Massachusetts,2022,11.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maryland,2022,11.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maine,2022,11.425
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Louisiana,2022,10.95
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kentucky,2022,11.85
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kansas,2022,11.925
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alabama,2022,11.45
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Iowa,2022,9.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Illinois,2022,11.975
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Idaho,2022,11.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Hawaii,2022,8.75
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Georgia,2022,12.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Florida,2022,10.65
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,2022,15.25
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Delaware,2022,8.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Connecticut,2022,9.45
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Colorado,2022,12.05
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,California,2022,12.25
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arkansas,2022,13.75
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arizona,2022,11.825
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Indiana,2022,10.825
"Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,2022,19.025
"Received Counseling or Therapy, Last 4 Weeks",By State,Florida,2022,8.274999999999999
"Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,2022,9.65
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,2022,32.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,2022,29.975
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,2022,29.375
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,2022,30.225
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,2022,25.95
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,2022,26.75
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,2022,18.200000000000003
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,2022,23.625
